白举纲,1087
白客,2241
包贝尔,1885
保剑锋,1496
陈建斌,3174
陈坤,3233
陈思成,728
陈伟霆,3226
陈晓,7424
陈学冬,1192
邓超,6692
郭晓冬,460
韩庚,2238
胡歌,29233
黄渤,5096
黄磊,4092
黄轩,3417
蒋劲夫,2059
孔维,389
刘德华,13442
刘昊然,5501
刘恺威,5038
刘烨,2465
罗晋,6512
罗志祥,2725
马天宇,2329
王鹤棣,28604
王凯,11147
王珂,1373
王雷,3092
王力宏,4869
王学兵,1026
王源,5594
吴京,11089
吴奇隆,3840
吴彦祖,5027
肖央,1448
谢霆锋,6826
徐峥,2497
杨洋,10943
尹相杰,810
张国立,2649
张翰,6883
张家辉,2155
张杰,6916
张智霖,3219
赵又廷,2389
郑凯,2141
周杰伦,17254
