白客,95.44
白举纲,94.62
包贝尔,94.3
保剑锋,93.2
陈坤,93.76
陈建斌,93.9
陈思成,94.38
陈伟霆,91.83
陈晓,93.65
陈学冬,94.14
邓超,93.18
郭晓冬,95.08
韩庚,93.46
胡歌,91.62
黄渤,93.2
黄磊,94.41
黄轩,93.27
蒋劲夫,94.55
孔维,94.2
刘昊然,94.61
刘德华,90.75
刘恺威,92.43
刘烨,94.09
罗志祥,92.51
罗晋,92.96
马天宇,94.01
王凯,93.38
王力宏,93.26
王珂,92.07
王鹤棣,92.45
王雷,93.61
王学兵,93.66
王源,91.97
吴京,91.83
吴奇隆,92.39
吴彦祖,93.24
肖央,93.86
谢霆锋,92.45
徐峥,93.42
徐峥,93.42
杨洋,93.21
尹相杰,93.66
张国立,93.32
张翰,92.19
张家辉,92.46
张杰,92.43
张智霖,93.16
赵又廷,93.76
郑凯,92.86
周杰伦,92.03
