capper,47573
gai,152772
阿信,10571
蔡徐坤,2917564
陈奕迅,29497
郭顶,6369
郭富城,37429
胡彦斌,24921
华晨宇,1170704
姜云升,17461
李健,68406
李荣浩,85638
李玉刚,8183
林俊杰,161213
林宥嘉,7782
刘德华,102765
罗志祥,31266
马思唯,49658
毛不易,152150
潘玮柏,12467
朴树,10317
任贤齐,24376
陶喆,20931
汪峰,13296
汪苏泷,123268
王嘉尔,199382
王力宏,29151
王以太,23199
魏晨,47446
吴克群,12919
萧敬腾,22440
小鬼,233427
徐良,11395
许嵩,29161
薛之谦,311367
杨和苏,10253
张国荣,69439
张杰,593299
张信哲,62937
张学友,22237
赵雷,10217
周杰伦,180937
周深,3468254
