杨紫琼,96.15
章子怡,92.84
杨幂,91.15
刘诗诗,92.56
迪丽热巴,93.01
刘亦菲,91.75
古力娜扎,92.96
白鹿,92.76
赵露思,92.49
杨紫,92.03
杨颖,91.24
郭采洁,94.45
佟丽娅,92.86
李沁,93.02
李一桐,92.7
关晓彤,91.84
鞠婧祎,91.77
欧阳娜娜,93.03
虞书欣,93.33
林青霞,93.66
张曼玉,93.67
王祖贤,93.21
舒淇,90.37
姚晨,93.81
周冬雨,93.83
赵丽颖,91.72
金晨,93.05
张小斐,93.88
赵今麦,94.16
高圆圆,93.41
倪妮,93.53
江疏影,92.48
汤唯,92.2
林志玲,93.63
佟丽娅,92.86
张雨绮,92.73
宋祖儿,93.9
贾静雯,93.53
邱淑贞,88.79
李嘉欣,92.72
文淇,94.95
张子枫,93.12
刘涛,91.66
韩雪,92.11
刘浩存,94.49
周迅,93.88
巩俐,93.58
周雨彤,94.47
宁静,93.57
高露,93.71
